Name,User,Location,Total tweets,Retweets,Images,Links,Chats,Text tweets,Impacts,Followers,User value,Tweets value
@marcorubio,Marco Rubio,United States,12,0,5,4,0,4,49290230,4124064,7355.41,98359.75
@sagarikaghose,Sagarika Ghose,New Delhi,1,0,0,0,0,1,4122265,4122265,7248.74,7248.74
@Besiktas,Beşiktaş JK,"İstanbul, Türkiye",1,0,1,0,0,0,4121738,4121738,7237.57,8685.08
@ewarren,Elizabeth Warren,Massachusetts,37,0,5,29,0,3,147637081,4063079,7253.3,291898.51
@wojespn,Adrian Wojnarowski,"St. Bonaventure, NY",13,0,0,2,0,11,52423939,4044249,7329.87,96637.38
@USATODAY,USA TODAY,"USA TODAY HQ, McLean, Va.",4,0,0,4,0,0,16084994,4038073,7319.47,32272.93
@WWERomanReigns,Roman Reigns,"Pensacola, FL (850) ",1,0,1,1,0,0,4013129,4013129,7081.23,9347.22
@KP24,Kevin Pietersen🦏,,1,0,0,0,0,1,3984528,3984528,7049.78,7049.78
@VasundharaBJP,Vasundhara Raje,,4,0,0,0,0,4,15879920,3969980,6989.02,27956.08
@SkyNewsBreak,Sky News Breaking,"London, UK",12,0,0,0,0,12,46607785,3963930,7138.85,84123.37
@WRadioColombia,W Radio Colombia,Colombia,1,0,1,0,0,0,3929393,3929393,6989.86,8387.83
@rsprasad,Ravi Shankar Prasad,India,1,0,1,0,0,0,3896610,3896610,6875.03,8250.04
@NicolasMaduro,Nicolás Maduro,Venezuela,20,0,18,7,0,0,75224150,3786652,6828.08,165612.13
@taran_adarsh,taran adarsh,"Mumbai, India",1,0,1,0,0,0,3771448,3771448,6684.24,8021.09
@ANI,ANI,India,150,0,120,6,0,27,550777620,3760054,6679.34,1141984.15
@petrogustavo,Gustavo Petro,"ÜT: 4.650541,-74.074043",11,0,3,4,0,4,40840740,3748033,6661.19,79266.42
@Wimbledon,Wimbledon,"Wimbledon, London",1,0,0,1,0,0,3737691,3737691,6706.66,7377.33
@bbcmundo,BBC News Mundo,"Londres, Inglaterra.",15,0,2,15,0,0,55150910,3727032,6756.91,113122.35
@HamillHimself,Mark Hamill,,4,0,1,3,0,0,14832312,3714517,6643.24,29980.06
@GMA,Good Morning America,"New York, NY",1,0,1,1,0,0,3710944,3710944,6700.66,8844.87
@Alyssa_Milano,Alyssa Milano,Los Angeles,9,0,1,8,0,0,33202416,3691791,6826.69,68251.2
@thehill,The Hill,"Washington, DC",8,0,8,7,0,0,29116200,3683014,6739.6,69629.47
@tedcruz,Ted Cruz,"Houston, Texas",11,0,1,9,0,1,40061657,3665651,6590.3,79287.61
@24HorasTVN,24 Horas,"Santiago, Chile",1,0,0,1,0,0,3648203,3648203,6527.02,7179.72
@MashiRafael,Rafael Correa,Ecuador,12,0,1,10,0,1,43448377,3631971,6503.41,85600.49
@jorgeramosnews,JORGE RAMOS,América/America  ,3,0,0,1,0,2,10853500,3629096,6516.07,20145.32
@newscientist,New Scientist,Worldwide,2,0,2,1,0,0,7241656,3626272,6686.1,16869.99
@elmundoes,EL MUNDO,España,32,0,6,28,0,0,114156148,3617941,6661.95,237131.57
@IAmJericho,Chris Jericho,I'm from Winnipeg you idiot!,1,0,0,0,0,1,3601682,3601682,6483.39,6483.39
@tarak9999,Jr NTR,Hyderabad,3,0,1,0,1,1,10782297,3594099,6395.32,15348.76
@channelstv,Channels Television,Nigeria,3,0,3,3,0,0,10732638,3587407,6389.14,25238.28
@latimes,Los Angeles Times,"El Segundo, CA",30,0,1,30,4,0,106746644,3574153,6609.49,195552.37
@KamalaHarris,Kamala Harris,California,28,0,1,16,0,11,98122662,3539264,6398.45,188977.81
@rialjorge,JORGE RIAL,Argentina,1,0,1,0,0,0,3533771,3533771,6361.01,7633.21
@iamkarendavila,Karen Davila,Philippines,20,0,3,6,0,11,70201264,3530128,6305.14,132982.51
@NTN24ve,NTN24 Venezuela,Venezuela,4,0,1,2,0,2,14037340,3528863,6274.74,27780.53
@CNBC,CNBC,"Englewood Cliffs, NJ",5,0,2,5,0,0,17424876,3489481,6446.84,38252.69
@bts_love_myself,LOVE MYSELF,"Seoul, Republic of Korea",2,0,0,2,1,0,6963956,3481978,6224.34,8216.12
@tfrabiah,توفيق الربيعة,"Riyadh, Saudi Arabia",2,0,1,0,0,1,6757822,3479009,6211.42,13275.02
@chintskap,Rishi Kapoor,"Home, Mumbai, India ",1,0,0,0,0,1,3473890,3473890,6188.9,6188.9
@aniesbaswedan,Anies Baswedan,Indonesia,2,0,1,1,0,0,6914210,3457123,6164.94,14179.43
@Newsweek,Newsweek,"New York, NY",2,0,0,2,0,0,6879167,3441681,6436.13,14151.9
@IndianExpress,The Indian Express,India,2,0,0,1,0,1,6854606,3427303,6147.07,12908.85
@anjanaomkashyap,Anjana Om Kashyap,,1,0,0,1,0,0,3414884,3414884,6092.75,6702.03
@afpfr,Agence France-Presse,Paris,9,0,9,0,0,0,30481387,3406130,6170.01,66545.89
@matteorenzi,Matteo Renzi,Italy,1,0,0,0,0,1,3392089,3392089,6109.22,6109.22
@henrylau89,Henry Lau,all over,1,0,1,0,0,0,3391096,3391096,6231.52,7477.82
@ActualidadRT,RT en Español,,56,0,48,14,0,0,186304933,3374058,6122.17,405750.56
@policia,Policía Nacional,España,9,0,8,0,0,1,30139499,3369143,6079.37,64092.06
@LANACION,LA NACION,Argentina,2,0,2,2,0,0,6728310,3364155,6089.65,16076.68
@TeenVogue,Teen Vogue,,1,0,0,1,0,0,3355824,3355824,6084.57,6693.03
@OM_Officiel,Olympique de Marseille,Marseille,1,0,1,0,0,0,3349495,3349495,6013.14,7215.77
@liamgallagher,Liam Gallagher,,2,0,0,0,0,2,6558507,3316477,5981.58,11841.95
@Thairath_News,Thairath_News,Thailand,20,0,15,3,1,2,65301435,3316448,5944.62,131971.83
@FRANCE24,FRANCE 24,"Paris, France",1,0,1,1,0,0,3316405,3316405,6013.12,7937.32
@pitchfork,Pitchfork,Chicago/NYC,1,0,0,1,0,0,3316342,3316342,6197.57,6817.33
@pattiemallette,Pattie Mallette,,1,0,0,0,0,1,3299914,3299914,6037.81,6037.81
@NateSilver538,Nate Silver,New York,9,0,0,2,0,7,29526861,3293811,6144.79,56328.16
@News24,News24,South Africa,21,0,21,21,0,0,68142846,3293593,5927.97,162125.05
@CNNPolitics,CNN Politics,"Washington, D.C.",5,0,5,3,0,0,16134945,3277214,6003.46,37664.66
@MayorofLondon,Mayor of London (gov.uk/coronavirus),London,1,0,1,0,0,0,3273612,3273612,5934.49,7121.39
@MohamedBinZayed,محمد بن زايد,UAE,1,0,0,0,1,0,3273197,3273197,5873.92,1174.78
@IngrahamAngle,Laura Ingraham,DC,31,0,0,28,0,3,99836174,3258291,5937.62,198627.43
@TheGrefg,Grefg =),Youtube Sky,1,0,0,1,0,0,3254991,3254991,5835.85,6419.44
@rapplerdotcom,Rappler,Philippines,26,0,19,22,1,0,83922385,3254398,5860.82,182727.89
@CNNChile,CNN Chile,Chile,4,0,4,4,0,0,12901503,3238519,5876.4,30914.21
@AngeldebritoOk,A N G E L,,1,0,0,1,0,0,3236021,3236021,5819.49,6401.44
@EricTrump,Eric Trump,,2,0,1,1,0,0,6465572,3232795,5846.04,13445.86
@THR,The Hollywood Reporter,"Hollywood, CA",2,0,0,2,0,0,6441254,3222588,5956.22,13096.88
@nelsonbocaranda,Nelson Bocaranda S.,"Caracas,Venezuela",3,0,0,0,0,3,9656494,3221129,5907.2,17743.9
@France24_fr,FRANCE 24 Français,"Paris, France",1,0,1,1,1,0,3214441,3214441,5806.34,1532.87
@OmarAbdullah,Omar Abdullah,"Srinagar, Jammu, Delhi",1,0,0,0,0,1,3210061,3210061,5777.06,5777.06
@UNESCO,UNESCO,,2,0,2,2,0,0,6419822,3209912,5829.5,15389.89
@SaudiMOH,و ز ا ر ة ا لـ صـ حـ ة السعودية,الرياض,4,0,3,1,0,0,11973928,3188301,5455.61,25502.76
@shankarshanmugh,Shankar Shanmugham,Chennai,1,0,0,0,0,1,3176231,3176231,5701.8,5701.8
@UNAM_MX,UNAM,Mexico,1,0,1,1,0,0,3176202,3176202,5734.98,7570.17
@MSNBC,MSNBC,,32,0,4,29,3,2,99312977,3171560,5890.21,189750.32
@T13,T13,"Santiago, Chile",1,0,1,1,0,0,3159367,3159367,5710.19,7537.45
@biobio,BioBioChile,Chile,4,0,0,4,0,0,12576385,3158166,5751.28,25204.42
@VanossGaming,VanossGaming,,1,0,1,0,0,0,3150756,3150756,5668.01,6801.61
@Independent,The Independent,"London, England",8,0,1,7,0,0,24941880,3146420,5811.4,51619.65
@KellyannePolls,Kellyanne Conway,USA🇺🇸,3,0,0,3,0,0,9425919,3146116,5722.99,18863.42
@WebMD,WebMD,USA,2,0,2,2,0,0,6285047,3144071,5724.92,15120.79
@sopitas,Sopitas,Mexico,5,0,3,3,0,0,15620918,3125285,5662.55,33547.71
@Jemima_Khan,Jemima Goldsmith,London,1,0,0,1,0,0,3114923,3114923,5624.49,6186.94
@SkyTG24,Sky tg24,,1,0,1,0,0,0,3103412,3103412,5641.44,6769.73
@TuckerCarlson,Tucker Carlson,"Washington, DC",3,0,0,3,0,0,9188497,3083125,5527.75,18461.98
@guardiannews,Guardian news,,1,0,0,1,0,0,3078522,3078522,5806.12,6386.73
@nikkei,日本経済新聞 電子版,,13,0,1,13,0,0,39865305,3075638,5867.52,84969.57
@RT_com,RT,,3,0,3,1,0,0,9216016,3073840,5711.81,21260.27
@js100radio,JS100,Bangkok,3,0,3,1,0,0,9201335,3072640,5569.53,20684.42
@UOLNoticias,UOL Notícias,Brasil,7,0,1,5,1,0,21014020,3070053,5566.87,37542.27
@clarincom,Clarín,"Buenos Aires, Argentina",10,0,0,10,0,0,30480247,3069762,5616.57,61389.19
@PLinero,Alberto Linero,"Bogotá, Colombia",1,0,0,0,0,1,3066634,3066634,5575.7,5575.7
@algore,Al Gore,"Nashville, TN",1,0,0,1,0,0,3065144,3065144,5829.59,6412.55
@libe,Libération,"Paris, France",1,0,1,1,0,0,3057182,3057182,5637.15,7441.04
@2010MisterChip,MisterChip (Alexis),Allá donde haya un balón,1,0,0,0,0,1,3035139,3035139,5579.48,5579.48
@jarpad,Jared Padalecki,facebook.com/JaredPadalecki,1,0,0,1,0,0,3023160,3023160,5558.25,6114.08
@InesSainzG,Inés Sainz 🇲🇽,México,1,0,0,1,0,0,3005330,3005330,5452.08,5997.29
@VickyDavilaH,Vicky Dávila,"Bogotá, D.C., Colombia",5,0,0,0,0,5,14934740,2999940,5450.26,27144.67
@wroetoshaw,Harry,SDMN,2,0,0,0,0,2,5974702,2987354,5400.01,10800.01
@BenAffleck,Ben Affleck,,1,0,0,1,0,0,2981463,2981463,5443.9,5988.29
@eldiariodedross,Dross,En la estación Shenzhou,4,0,2,0,0,2,11925505,2981388,5396.59,23745.1
@repubblica,la Repubblica,"Rome, Italy",2,0,0,2,0,0,5940813,2979273,5445.91,12013.47
@GeorgeTakei,George Takei,"Broadway - New York, NY",13,0,0,3,0,10,38619537,2978280,5560.46,73793.39
@camanpour,Christiane Amanpour,London,1,0,1,0,0,0,2976730,2976730,5523.3,6627.96
@kumailn,Kumail Nanjiani,Los Angeles,6,0,1,1,0,4,17779219,2967455,5421.24,34163.17
@inquirerdotnet,Inquirer,Makati City,1,0,1,1,0,0,2966337,2966337,5404.6,7134.07
@LastWeekTonight,Last Week Tonight,"New York, NY",1,0,0,1,0,0,2960816,2960816,5409.59,5950.55
@MobilePunch,Punch Newspapers,"Lagos, Nigeria",19,0,0,19,0,0,54779221,2955447,5358.84,109511.48
@patriciajaniot,Patricia Janiot,"Atlanta, GA",4,0,0,3,0,1,11725462,2942176,5376.64,23044.02
@SMQureshiPTI,Shah Mahmood Qureshi,Pakistan,1,0,0,1,0,0,2940199,2940199,5318.52,5850.37
@mishacollins,Misha Collins,"moron, mongolia",2,0,2,0,0,0,5844298,2922811,5429.24,13027.62
@Reforma,REFORMA,Av. México Coyoacán 40,1,0,0,1,0,0,2919506,2919506,5372.42,5909.66
@businessinsider,Business Insider,"New York, NY",7,0,1,6,0,0,20115890,2900613,5516.47,42680.66
@nhk_news,NHKニュース,東京都渋谷区神南2-2-1,12,0,6,12,0,0,34591236,2897055,5748.74,83118.14
@ZeeNews,Zee News,India,4,0,0,4,0,0,10826888,2894811,5247.26,21720.83
@Cooperativa,Cooperativa,"Santiago, Chile",3,0,2,3,0,0,8670204,2893540,5140.36,19270.68
@sarkodie,Sarkodie,Tema/Ghana/West Africa,1,0,0,0,0,1,2890300,2890300,5241.21,5241.21
@RichardDawkins,Richard Dawkins,,1,0,0,1,0,0,2885461,2885461,5383.91,5922.3
@Esp_Interativo,Esporte Interativo (de 🏠),Brasil,1,0,1,0,0,0,2879043,2879043,5285.68,6342.82
@AlNassrFC,نادي النصر السعودي,"الرياض, السعودية",1,0,1,0,0,0,2873317,2873317,5230.95,6277.14
@Julius_S_Malema,Julius Sello Malema,"Johannesburg, South Africa",1,0,0,0,0,1,2873149,2873149,5225.03,5225.03
@HugoGloss,Hugo Gloss,Brazil,2,0,2,1,0,0,5692113,2863881,5201.55,13185.14
@CBCNews,CBC News,Canada,3,0,2,1,0,0,8555050,2863334,5308.99,18513.86
@nprpolitics,NPR Politics,"Washington, DC",3,0,0,2,0,1,8563354,2858242,5412.6,17300.59
@Telegraph,The Telegraph,"London, UK",4,0,2,4,0,0,11334839,2850355,5315.15,25591.21
@Leonardo_Padron,Leonardo Padrón,"Caracas, Venezuela",3,0,0,0,0,3,8526531,2849152,5204,15577.66
@ThaiPBS,ThaiPBS,"Bangkok, Thailand",22,0,19,3,1,0,62020141,2844253,5177.88,129100.36
@PirryOficial,Pirry,Colombia,3,0,0,0,0,3,8455145,2827599,4306.67,12882.02
@KEEMSTAR,KEEM 🍿,"Buffalo, NY",5,0,4,0,0,1,14098972,2820376,5131.12,29770.78
@cmrondon,César Miguel Rondón,Miami,1,0,0,0,0,1,2812204,2812204,5165.93,5165.93
@Kantei_Saigai,首相官邸(災害・危機管理情報),,4,0,4,4,1,0,11128273,2804448,5456.15,22902.07
@actor_nithiin,nithiin,,1,0,0,0,0,1,2803430,2803430,5093.57,5093.57
@XXL,XXL Magazine,New York,6,0,0,6,0,0,16685809,2800719,5151.69,33785.89
@marwilliamson,Marianne Williamson,,2,0,0,0,0,2,5585256,2793200,5133.7,10265.49
@Bhuvan_Bam,Bhuvan Bam,,1,0,0,1,0,0,2773954,2773954,5039.65,5543.61
@biz,Biz Stone,"San Francisco, CA",1,0,0,0,0,1,2769359,2769359,5199.05,5199.05
@UNHumanRights,UN Human Rights,"Geneva, Switzerland",1,0,1,1,0,0,2766431,2766431,5109.85,6745
@SaharaReporters,Sahara Reporters,New York,13,0,7,10,0,0,35282645,2765240,5042.98,76757.13
@DiarioOle,Diario Olé (desde 🏡),Argentina,1,0,1,0,0,0,2752912,2752912,5057.4,6068.88
@MikeBloomberg,Mike Bloomberg,,13,0,5,9,0,0,35668433,2749424,5109.05,76086.29
@DDNewslive,DD News,"New Delhi, India",3,0,3,0,0,0,8213759,2749346,5018.15,17997.37
@BBCAfrica,BBC News Africa,,5,0,3,4,0,0,13640852,2744966,5053.97,30356.74
@atomaraullo,Atom Araullo,"Manila, Philippines",6,0,0,3,1,2,16303533,2738811,4995.62,27294.91
@BFMTV,BFMTV,France,13,0,13,4,0,0,34748974,2733868,5052.57,79619.98
@RandPaul,Senator Rand Paul,"Bowling Green, KY",5,0,2,2,0,1,13571166,2733630,5078.73,28262.9
@MarinaDiamandis,MARINA,Earth,1,0,0,1,0,0,2733076,2733076,5012.77,5514.05
@FBI,FBI,"Washington, DC",1,0,1,1,0,0,2726302,2726302,5086.28,6713.89
@sundarpichai,Sundar Pichai,,3,0,1,2,0,0,8111580,2724957,5013.95,16931.4
@MBuhari,Muhammadu Buhari,,2,0,0,0,0,2,5374129,2713010,4864.72,9815.43
@infobae,infobae,,6,0,4,4,0,0,16216575,2707316,4998.81,36136.06
@tagesschau,tagesschau,Hamburg,1,0,1,0,0,0,2678292,2678292,4953.05,5943.66
@Lawrence,Lawrence O'Donnell,"New York, NY",2,0,0,2,0,0,5348586,2675877,4951.41,10898.78
@C5N,C5N,"Buenos Aires, Argentina",1,0,1,0,0,0,2673281,2673281,4899.52,5879.42
@Naveen_Odisha,Naveen Patnaik,"Bhubaneswar, Odisha",4,0,2,1,0,1,10640073,2671658,4845.97,21837.74
@suthichai,suthichai,,1,0,0,0,0,1,2658216,2658216,4891.22,4891.22
@verge,The Verge,New York,1,0,1,1,0,0,2637692,2637692,5121.86,6760.86
@DanielSamperO,Daniel Samper Ospina,Bogotá,1,0,0,0,0,1,2636664,2636664,4845.83,4845.83
@ChelseaClinton,Chelsea Clinton,"New York, NY",11,0,0,10,0,2,28715042,2628766,4880.89,57713.15
@benshapiro,Ben Shapiro,California,11,0,0,5,0,6,28543975,2625228,4882.76,55584.85
@JoeNBC,Joe Scarborough,,35,0,2,31,0,2,91512135,2622260,4883.29,187509.1
@soompi,Soompi,Worldwide,7,0,7,7,0,0,18334153,2621522,4840.3,44730.22
@SadhguruJV,Sadhguru,India,3,0,1,1,0,1,7712141,2609185,4703.82,15548.51
@mundodeportivo,Mundo Deportivo (desde 🏠),,1,0,1,1,0,0,2605313,2605313,4852.52,6405.33
@Madonna,Madonna,,2,0,1,2,0,0,5198884,2604857,4811.52,11620.08
@exame,exame,São Paulo - Brasil,2,0,0,2,0,0,5193866,2604108,4806.92,10548.95
@fm91trafficpro,สวพ.FM91,BKK,1,0,1,0,0,0,2603151,2603151,4771.71,5726.05
@BluRadioCo,BluRadio Colombia,"Bogotá, D.C., Colombia",2,0,2,1,0,0,5160192,2595868,4724.89,11969.8
@atiku,Atiku Abubakar,,7,0,1,2,0,4,17582542,2594353,4749.26,34167.49
@ezraklein,Ezra Klein,DC,13,0,1,12,0,1,33582467,2590177,4923.76,70832.31
@carlaangola,Carla Angola TV,Miami,8,0,1,2,0,5,20513925,2582707,4801.16,40069.42
@Mediapart,Mediapart,Paris,2,0,1,1,0,0,5115409,2566793,4788,10978.98
@ScuderiaFerrari,Scuderia Ferrari,Maranello - Italy,1,0,0,0,0,1,2560641,2560641,4982.24,4982.24
@vijayrupanibjp,Vijay Rupani,Gandhinagar ,1,0,0,0,0,1,2552182,2552182,4673.95,4673.95
@MercedesAMGF1,Mercedes-AMG F1,,1,0,0,1,0,0,2548173,2548173,4941.66,5435.83
@nowthisnews,NowThis,The Internet & NYC,37,0,37,1,0,0,93792221,2547944,4747.94,210404.84
@RailaOdinga,Raila Odinga,Kenya,1,0,0,0,0,1,2538017,2538017,4653.87,4653.87
@alroker,Al Roker,"New York, USA",1,0,0,1,0,0,2512404,2512404,4645.71,5110.28
@JM_Scindia,Jyotiraditya M. Scindia,"Madhya Pradesh, India",4,0,1,1,0,2,9660471,2509274,4437.1,19102.16
@PabloIglesias,Pablo Iglesias 🔻,Madrid,5,0,1,2,0,2,12481908,2506197,4634.38,25124.29
@MailOnline,Daily Mail Online,,10,0,3,10,0,0,24849609,2497798,4678.35,54488.3
@SF_Moro,Sergio Moro,"Brasília, Brasil",35,0,7,29,2,1,81865185,2495232,4588.7,162362.63
@ChumelTorres,CHUMIBEBÉ,CDMX,10,0,2,0,0,8,24825826,2494416,4614.78,47789.56
@le_Parisien,Le Parisien,"Paris, France",35,0,16,35,6,0,85425882,2484384,4635.5,163766.9
@yunamusic,Yuna Zarai,"Los Angeles, CA",1,0,0,0,0,1,2478986,2478986,4562.36,4562.36
@AlissaViolet,Alissa Violet,the girls room,1,0,0,0,0,1,2475518,2475518,4554.13,4554.13
@CDCgov,CDC,"Atlanta, GA",40,0,35,38,1,0,84800868,2470541,4675.39,206150.48
@cleytu,cleytu,"São Paulo, Brasil",1,0,0,0,0,1,2465540,2465540,4575.78,4575.78
@bbcbrasil,BBC News Brasil,"Londres, GB, e São Paulo, BR",2,0,2,0,0,0,4901751,2463667,4546.36,10962.77
@jguaido,Juan Guaidó,Vargas,9,0,7,4,0,1,21995870,2446989,4522.14,48513.34
@sebastianpinera,Sebastian Piñera,Chile,5,0,0,2,0,3,12136912,2442561,4550.64,23622.33
@NathanKress,Nathan Kress,Bag End,1,0,1,0,0,0,2441182,2441182,4529.82,5435.78
@melindagates,Melinda Gates,"Seattle, WA",1,0,1,0,0,0,2439669,2439669,4555.78,5466.94
@Variety,Variety,"Los Angeles, CA",13,0,2,15,0,0,31625419,2436696,4579.26,67398.16
@KSAMOFA,وزارة الخارجية 🇸🇦,,1,0,1,0,0,0,2435627,2435627,4499.51,5399.41
@megynkelly,Megyn Kelly,,1,0,0,0,0,1,2431954,2431954,4568.57,4568.57
@mariruybarbosa,MARINA RUY BARBOSA NEGRÃO,Rio de Janeiro - Brasil,1,0,0,0,0,1,2428481,2428481,4483.6,4483.6
@jeremycorbyn,Jeremy Corbyn,UK,20,0,4,12,0,4,47818607,2407583,4494.47,98267.1
@drsanjaygupta,Dr. Sanjay Gupta,"30,000 feet up in the air",2,0,0,1,0,1,4782180,2400334,4516.26,9516.09
@jaketapper,Jake Tapper,,50,0,0,27,2,25,117545980,2399451,4604.92,229539.39
@MLP_officiel,Marine Le Pen,France,12,0,5,4,0,3,28617953,2397582,4456.07,59426.57
@alcaldeledezma,Antonio Ledezma,"Caracas, Venezuela",5,0,1,0,0,4,11971550,2394310,4429.83,23035.12
@Cmdr_Hadfield,Chris Hadfield,Earth,1,0,1,2,0,0,2391301,2391301,4498.75,5938.35
@h3h3productions,Ethan Klein,"Los Angeles, CA",1,0,1,0,0,0,2390778,2390778,4414.76,5297.71
@ecuavisa,Ecuavisa,Ecuador,1,0,1,0,0,0,2389226,2389226,4431.69,5318.03
@ladbible,LADbible,,1,0,1,0,0,0,2379903,2379903,4404.02,5284.82
@ava,Ava DuVernay,Fourth World,1,0,0,1,0,0,2375239,2375239,4421.31,4863.44
@bbb,Big Brother Brasil,,1,0,1,1,0,0,2368094,2368094,4386.76,5790.52
@ntvkenya,NTV Kenya,Nairobi,1,0,1,1,0,0,2366628,2366628,4374.97,5774.96
@dcabellor,Diosdado Cabello R,Venezuela,3,0,0,0,0,3,7071739,2364419,3669.97,11032.84
@GOP,GOP,,26,0,12,8,0,6,60602738,2359112,4430.63,127969.23
@BET,BET,"New York, NY",1,0,1,0,0,0,2346813,2346813,4387.51,5265.01
@Fellaini,Marouane Fellaini,Manchester,1,0,1,0,0,0,2343671,2343671,4358.75,5230.5
@PTI_News,Press Trust of India,"New Delhi, India",12,0,0,0,0,12,27028382,2331798,4331.5,50370.67
@ArifAlvi,Dr. Arif Alvi,"Karachi, Sindh, Pakistan",1,0,0,0,0,1,2326257,2326257,4302.97,4302.97
@RealJamesWoods,James Woods,,81,0,8,69,0,4,185873877,2324209,4365.96,386280.36
@cejaspobladas,Ricardo Quevedo,Colombia,2,0,0,1,0,1,4634034,2320660,4295.58,9007.29
@VascodaGama,Vasco (de 🏠),"São Januário, Rio de Janeiro",1,0,0,0,0,1,2318205,2318205,4302.66,4302.66
@airnewsalerts,All India Radio News,"New Delhi, India",2,0,1,1,0,0,4563808,2310175,4288.82,9759.61
@RFI,RFI,"Paris, France",1,0,1,1,0,0,2309175,2309175,4308.9,5687.75
@Channel4News,Channel 4 News,United Kingdom,7,0,6,1,0,0,16064806,2305040,4343.35,35908.87
@ActuFoot_,Actu Foot,Snapchat: Actufoot,32,0,21,9,0,7,72035569,2282899,3531.62,129739.77
@itvnews,ITV News,United Kingdom,2,0,2,2,0,0,4539835,2276669,4275.89,11258.3
@BorisJohnson,Boris Johnson #StayHomeSaveLives,United Kingdom,37,0,27,15,0,7,71377137,2269292,4249.67,160814.43
@SpeakComedy,SpeakComedy,,1,0,1,0,0,0,2266100,2266100,3537.85,4245.42
@ShekharGupta,Shekhar Gupta, sg@ThePrint.in,1,0,0,1,0,0,2238938,2238938,4158.97,4574.87
@AnnCoulter,Ann Coulter,Los Angeles/NYC,6,0,1,3,0,2,13384358,2235234,4239.38,27581.45
@newtgingrich,newtgingrich,,7,0,0,2,0,5,15520041,2229894,4260.57,30526.3
@barstoolsports,Barstool Sports,America,9,0,9,1,0,0,19887238,2220284,4160.52,45237.24
@Pajaropolitico,Animal Político,México,1,0,0,1,0,0,2216037,2216037,4195.3,4614.83
@SenSchumer,Chuck Schumer,"New York, NY",51,0,23,18,0,11,109741242,2213547,4192.49,234140.33
@FoxSportsBrasil,FOX Sports Brasil (de 🏠),Brasil,1,0,1,0,0,0,2213073,2213073,4103.62,4924.34
@Franklin_Graham,Franklin Graham,,14,0,4,6,0,4,30546105,2213013,4128.61,62776.98
@fdbedout,Félix de Bedout,"Miami, FL",42,0,7,3,0,32,91053235,2187042,4084.32,177090.37
@Complex,Complex,New York,14,0,14,10,0,0,30197963,2175854,4131.46,73804.42
@kathygriffin,Kathy Griffin,,1,0,1,1,0,0,2168539,2168539,4195.34,5537.85
@RepAdamSchiff,Adam Schiff,"Burbank, CA",21,0,3,13,0,5,44089478,2158415,4090.56,91384.79
@perezreverte,Arturo Pérez-Reverte,"Madrid, España",2,0,0,0,0,2,4294318,2156529,4080.81,8193.44
@amirkingkhan,Amir Khan,"Bolton, England",1,0,1,0,0,0,2156202,2156202,4038.48,4846.18
@AlbertoRavell,Alberto Ravell,Venezuela,3,0,0,0,0,3,6422222,2145526,4084.19,12228.41
@Cruzeiro,Cruzeiro Esporte Clube (de 🏠),"Belo Horizonte, Brasil",1,0,1,0,0,0,2144647,2144647,3997.17,4796.6
@navalny,Alexey Navalny,Moscow,1,0,0,1,0,0,2137166,2137166,4039.6,4443.56
@yadavtejashwi,Tejashwi Yadav,Patna,1,0,0,1,0,0,2136523,2136523,3976.97,4374.67
@pulte,Bill Pulte,,3,0,0,1,0,2,6384259,2128087,3967.38,12298.88
@LouDobbs,Lou Dobbs,"New York, NY",28,0,10,14,0,4,59138825,2125637,4001.43,124926.49
@LMDFoot_,LeMeilleurDuFootball,,2,0,2,0,0,0,4213621,2125562,3278.41,7804.55
@larepublica_pe,Diario La República,"Lima, Perú.",1,0,0,1,0,0,2122957,2122957,3992.27,4391.5
@cthagod,Charlamagne Tha God,Under Your Skin,2,0,1,1,0,1,4244593,2122392,3997.72,9274.37
@JLMelenchon,Jean-Luc Mélenchon,France,8,0,1,1,0,6,16854251,2119843,3985.21,32894.1
@tv_mauricio,Mauricio Bustamante,"Santiago, Chile",1,0,0,1,0,0,2119555,2119555,4020.48,4422.53
@alexandregarcia,Alexandre Garcia,,7,0,2,3,0,2,14649527,2111306,3942.5,30126.4
@TyCSports,TyC Sports,,3,0,3,0,0,0,6312066,2109735,3955.76,14205.92
@RealCandaceO,Candace Owens,"New York, USA",66,0,3,33,2,28,136195362,2102266,3961.22,266130.91
@eluniversocom,El Universo,"Guayaquil, Ecuador",4,0,4,4,0,0,8323240,2098642,3945.98,20674.56
@marklevinshow,Mark R. Levin,Underground Bunker,57,0,0,51,5,5,118197910,2097596,3990.4,228189.57
@yogrishiramdev,स्वामी रामदेव,Haridwar,2,0,0,2,0,0,4145248,2089505,3901.28,8519.85
@ColIegeStudent,College Student,instagram: @CollegeStudent,1,0,1,0,0,0,2084651,2084651,3261.08,3913.3
@Miltonneves,Milton Neves,,3,0,0,0,0,3,6186198,2072600,3909.66,11675.62
@ChiguireBipolar,El Chigüire Bipolar,El Llano,1,0,1,1,0,0,2069317,2069317,3926.09,5182.44
@chrislhayes,Chris Hayes,Brooklyn,13,0,0,5,1,8,26755635,2068753,4002.33,50589.7
@KTRTRS,KTR,"Hyderabad, Telangana",3,0,2,0,0,1,6092692,2066377,3768.98,12923
@darrenrovell,Darren Rovell,NYC ,2,0,1,0,0,1,4102403,2052163,3934.87,8660.47
